0.000000000000000000e+00,1.065711000000000000e+06
1.000000000000000000e+00,1.066989000000000000e+06
2.000000000000000000e+00,1.064372000000000000e+06
3.000000000000000000e+00,1.067899000000000000e+06
4.000000000000000000e+00,1.066693000000000000e+06
5.000000000000000000e+00,1.066617000000000000e+06
6.000000000000000000e+00,1.065673000000000000e+06
7.000000000000000000e+00,1.068394000000000000e+06
8.000000000000000000e+00,1.066028000000000000e+06
9.000000000000000000e+00,1.066285000000000000e+06
1.000000000000000000e+01,1.066467000000000000e+06
1.100000000000000000e+01,1.066165000000000000e+06
1.200000000000000000e+01,1.064354000000000000e+06
1.300000000000000000e+01,1.064782000000000000e+06
1.400000000000000000e+01,1.065548000000000000e+06
1.500000000000000000e+01,1.065908000000000000e+06
1.600000000000000000e+01,1.067867000000000000e+06
1.700000000000000000e+01,1.065261000000000000e+06
1.800000000000000000e+01,1.064542000000000000e+06
1.900000000000000000e+01,1.065437000000000000e+06
2.000000000000000000e+01,1.066334000000000000e+06
2.100000000000000000e+01,1.064668000000000000e+06
2.200000000000000000e+01,1.066758000000000000e+06
2.300000000000000000e+01,1.067170000000000000e+06
2.400000000000000000e+01,1.066185000000000000e+06
2.500000000000000000e+01,1.067224000000000000e+06
2.600000000000000000e+01,1.066982000000000000e+06
2.700000000000000000e+01,1.065681000000000000e+06
2.800000000000000000e+01,1.064907000000000000e+06
2.900000000000000000e+01,1.067873000000000000e+06
3.000000000000000000e+01,1.065610000000000000e+06
3.100000000000000000e+01,1.065792000000000000e+06
3.200000000000000000e+01,1.066728000000000000e+06
3.300000000000000000e+01,1.064970000000000000e+06
3.400000000000000000e+01,1.065107000000000000e+06
3.500000000000000000e+01,1.063781000000000000e+06
3.600000000000000000e+01,1.067207000000000000e+06
3.700000000000000000e+01,1.066506000000000000e+06
3.800000000000000000e+01,1.064668000000000000e+06
3.900000000000000000e+01,1.063669000000000000e+06
4.000000000000000000e+01,1.066777000000000000e+06
4.100000000000000000e+01,1.065959000000000000e+06
4.200000000000000000e+01,1.062651000000000000e+06
4.300000000000000000e+01,1.064126000000000000e+06
4.400000000000000000e+01,1.065304000000000000e+06
4.500000000000000000e+01,1.064885000000000000e+06
4.600000000000000000e+01,1.065945000000000000e+06
4.700000000000000000e+01,1.063463000000000000e+06
4.800000000000000000e+01,1.061551000000000000e+06
4.900000000000000000e+01,1.059704000000000000e+06
5.000000000000000000e+01,1.051969000000000000e+06
5.100000000000000000e+01,1.042175000000000000e+06
5.200000000000000000e+01,1.035596000000000000e+06
5.300000000000000000e+01,1.036102000000000000e+06
5.400000000000000000e+01,1.037744000000000000e+06
5.500000000000000000e+01,1.047319000000000000e+06
5.600000000000000000e+01,1.055823000000000000e+06
5.700000000000000000e+01,1.058277000000000000e+06
5.800000000000000000e+01,1.063503000000000000e+06
5.900000000000000000e+01,1.061277000000000000e+06
6.000000000000000000e+01,1.062875000000000000e+06
6.100000000000000000e+01,1.063955000000000000e+06
6.200000000000000000e+01,1.063767000000000000e+06
6.300000000000000000e+01,1.065115000000000000e+06
6.400000000000000000e+01,1.064883000000000000e+06
6.500000000000000000e+01,1.063346000000000000e+06
6.600000000000000000e+01,1.066117000000000000e+06
6.700000000000000000e+01,1.065514000000000000e+06
6.800000000000000000e+01,1.065110000000000000e+06
6.900000000000000000e+01,1.065740000000000000e+06
